,personal__score,personal__credit_limit,personal__credit_utilisation,personal__number_of_accounts,personal__age_of_oldest_account,personal__missed_payments_last_12m,personal__year_of_birth,company__liabilities,company__score,company__opinion,company__turnover,company__number_of_employees,company__region,company__assets,company__year_of_incorporation,loan_amount,outcome,loan_duration
2821,76,5000,0.2,2,6,0,1924,56000.0,43,Outstanding,161000.0,2,North West,0.0,2000,5000,False,360
2822,41,0,0.2,3,21,0,1924,26000.0,67,Outstanding,15363000.0,1662,London,446187000.0,1983,20000,False,360
2823,89,0,0.2,10,15,1,2000,24000.0,82,Outstanding,9909000.0,78,West Midlands,113000.0,2001,65000,False,360
2824,94,1000,0.2,7,7,1,1911,289000.0,20,Outstanding,1051000.0,20,North West,134000.0,2009,15000,False,360
2825,98,0,0.2,5,19,2,1981,43000.0,36,Outstanding,1568000.0,23,Scotland,149000.0,2018,65000,False,360
2826,96,5000,0.2,3,6,8,1988,58000.0,52,Outstanding,170877000.0,28,South East,2352000.0,2018,20000,True,360
2827,54,1000,0.2,9,24,1,1997,20000.0,52,Outstanding,13057000.0,765,West Midlands,7695000.0,1994,65000,False,360
2828,53,0,0.2,9,22,3,1997,252000.0,54,Outstanding,341790000.0,427,London,572000.0,1975,5000,False,360
2829,60,5000,0.2,3,15,0,1927,96000.0,34,Outstanding,3264000.0,106,East,51000.0,2009,5000,False,360
2830,66,5000,0.2,10,21,0,1967,34000.0,99,Outstanding,416312000.0,431,East,41380000.0,2013,5000,False,360
2831,63,5000,0.2,2,18,3,1952,67000.0,54,Outstanding,14103000.0,268,East,12778000.0,1975,20000,False,360
2832,84,5000,0.2,2,15,0,1916,77000.0,99,Outstanding,481163000.0,3289,Scotland,4625000.0,1974,20000,False,360
2833,49,1000,0.2,1,14,0,2004,295000.0,46,Outstanding,7797000.0,80,North West,270000.0,1997,5000,False,360
2834,79,0,0.2,7,21,0,1912,69000.0,86,Outstanding,2389000.0,5,North East,289000.0,1997,65000,False,360
2835,36,1000,0.2,4,13,0,2007,42000.0,99,Outstanding,655534000.0,98,Yorkshire and the Humber,23101000.0,1995,5000,False,360
2836,51,5000,0.2,4,22,0,1970,93000.0,45,Outstanding,169776000.0,231,Ireland,61287000.0,1979,5000,False,360
2837,66,1000,0.2,8,25,1,1965,68000.0,61,Outstanding,840000.0,16,North East,298000.0,1970,65000,False,360
2838,77,5000,0.2,3,25,0,1958,0.0,88,Outstanding,249694000.0,157,North East,544000.0,1973,20000,False,360
2839,91,5000,0.2,3,3,4,2008,66000.0,44,Outstanding,4510000.0,229,South East,624000.0,1994,5000,False,360
2840,79,5000,0.2,0,24,2,1973,23000.0,93,Outstanding,406000000.0,2070,North West,867000.0,2001,65000,False,360
2841,76,5000,0.2,10,14,0,2014,61000.0,99,Outstanding,14792000.0,5121,Scotland,20725000.0,2011,5000,False,360
2842,96,1000,0.2,6,18,0,1921,18000.0,99,Outstanding,103013000.0,240,Yorkshire and the Humber,24125000.0,2009,10000,False,360
2843,75,0,0.2,3,8,1,1997,40000.0,55,Outstanding,2031000.0,126,North West,473000.0,1971,25000,False,360
2844,89,5000,0.2,6,22,2,1964,0.0,60,Outstanding,14893000.0,494,South East,726000.0,1972,20000,False,360
2845,55,0,0.2,6,23,1,2005,36000.0,99,Outstanding,177974000.0,13767,Ireland,1043000.0,1987,5000,False,360
2846,54,5000,0.2,0,26,0,1981,25000.0,99,Outstanding,80166000.0,336,South West,106961000.0,2014,5000,False,360
2847,37,5000,0.2,1,10,0,1959,0.0,99,Outstanding,149543000.0,178,Scotland,14990000.0,1979,5000,False,360
2848,61,0,0.2,3,15,2,1978,49000.0,61,Outstanding,0.0,1,Northern Ireland,53000.0,1973,5000,False,360
2849,93,0,0.2,5,1,6,2010,27000.0,81,Outstanding,1803000.0,56,East,156000.0,2013,15000,False,360
2850,70,0,0.2,8,17,0,1943,20000.0,99,Outstanding,378203000.0,1468,East,1465000.0,2018,60000,False,360
2851,100,0,0.2,3,13,6,1984,104000.0,99,Outstanding,110953000.0,992,North West,50118000.0,2005,5000,False,360
2852,85,5000,0.2,10,17,0,1997,16000.0,99,Outstanding,149311000.0,9485,South West,1557000.0,1986,5000,False,360
2853,96,1000,0.2,3,9,0,1916,28000.0,54,Outstanding,1032000.0,7,South East,110000.0,1994,5000,False,360
2854,95,5000,0.2,5,1,0,1987,29000.0,59,Outstanding,4667000.0,506,London,14699000.0,1991,65000,False,360
2855,30,5000,0.2,5,27,0,1998,26000.0,41,Outstanding,84830000.0,186,Yorkshire and the Humber,12522000.0,1973,20000,False,360
2856,82,5000,0.2,0,15,1,1911,0.0,99,Outstanding,133485000.0,222,Ireland,8452000.0,2014,10000,False,360
2857,31,0,0.2,4,22,0,1907,0.0,99,Outstanding,1220985000.0,196,West Midlands,2324000.0,2005,5000,False,360
2858,73,0,0.2,6,19,0,1987,0.0,99,Outstanding,536702000.0,1428,South East,964000.0,1979,10000,False,360
2859,88,5000,0.2,5,15,0,1921,328000.0,45,Outstanding,675782000.0,195,Yorkshire and the Humber,0.0,2012,20000,False,360
2860,99,5000,0.2,7,15,4,1925,32000.0,71,Outstanding,1218000.0,18,Yorkshire and the Humber,203000.0,1984,5000,False,360
2861,73,1000,0.2,2,7,1,1930,155000.0,71,Outstanding,1514000.0,14,Wales,659000.0,2009,15000,False,360
2862,51,1000,0.2,5,20,0,1954,50000.0,81,Outstanding,271754000.0,383,London,8463000.0,1981,5000,False,360
2863,96,0,0.2,10,8,0,1936,16000.0,99,Outstanding,221943000.0,361,North West,0.0,2004,25000,False,360
2864,93,0,0.2,8,13,0,1947,0.0,99,Outstanding,200596000.0,2421,North East,10285000.0,2016,10000,False,360
2865,80,5000,0.2,2,13,0,1944,0.0,99,Outstanding,185098000.0,507,East Midlands,5752000.0,1996,5000,True,360
2866,81,1000,0.2,7,24,0,1922,45000.0,31,Outstanding,144000.0,35,Northern Ireland,42000.0,1998,5000,False,360
2867,44,5000,0.2,3,28,0,1908,0.0,72,Outstanding,99617000.0,191,South West,5824000.0,2001,10000,False,360
2868,58,0,0.2,0,17,0,1987,21000.0,99,Outstanding,929924000.0,155,North West,624000.0,2010,5000,False,360
2869,85,5000,0.2,9,12,1,1925,38000.0,73,Outstanding,9482000.0,240,Wales,21929000.0,1991,15000,False,360
2870,30,5000,0.2,0,27,0,1921,36000.0,62,Outstanding,14471000.0,1100,East Midlands,8162000.0,1997,5000,False,360
2871,97,1000,0.2,6,14,0,1937,76000.0,99,Outstanding,76263000.0,130,East,5545000.0,1983,65000,False,360
2872,97,1000,0.2,7,21,0,1948,51000.0,99,Outstanding,13565000.0,10658,London,5128000.0,2003,5000,False,360
2873,88,1000,0.2,3,24,2,1990,30000.0,89,Outstanding,111951000.0,7880,Scotland,5229000.0,2016,20000,False,360
2874,68,5000,0.2,7,20,0,1996,52000.0,99,Outstanding,56684000.0,35,South West,0.0,2000,65000,False,360
2875,82,1000,0.2,10,3,2,1998,65000.0,99,Outstanding,114975000.0,31,West Midlands,13723000.0,2000,15000,False,360
2876,40,0,0.2,0,15,0,1985,191000.0,76,Outstanding,0.0,27,Yorkshire and the Humber,605000.0,1982,5000,False,360
2877,31,5000,0.2,8,17,0,1998,34000.0,99,Outstanding,555607000.0,62,Wales,2445000.0,1975,5000,False,360
2878,41,0,0.2,1,11,0,1936,233000.0,75,Outstanding,7731000.0,694,London,9335000.0,1987,5000,False,360
2879,34,5000,0.2,4,19,0,1995,30000.0,81,Outstanding,719212000.0,49,North East,8629000.0,2000,10000,False,360
2880,59,5000,0.2,3,7,2,1980,33000.0,25,Outstanding,15000.0,1,London,17000.0,2012,5000,False,360
2881,72,0,0.2,4,16,0,1916,0.0,99,Outstanding,90299000.0,228,South West,237770000.0,1976,5000,False,360
2882,79,0,0.2,1,14,0,1977,80000.0,78,Outstanding,7063000.0,31,Yorkshire and the Humber,0.0,1970,20000,False,360
2883,50,5000,0.2,7,12,0,1973,40000.0,99,Outstanding,16512000.0,134,South West,3768000.0,2011,10000,False,360
2884,60,1000,0.2,5,20,0,1905,224000.0,81,Outstanding,2071000.0,160,Yorkshire and the Humber,187000.0,1978,5000,False,360
2885,85,1000,0.2,0,11,0,1903,56000.0,70,Outstanding,14326000.0,113,South West,324000.0,2015,60000,False,360
2886,66,1000,0.2,5,6,0,1924,157000.0,72,Outstanding,324926000.0,2241,London,8527000.0,2007,5000,False,360
2887,52,1000,0.2,1,14,1,2014,0.0,50,Outstanding,164000.0,5,Yorkshire and the Humber,0.0,1990,5000,False,360
2888,30,0,0.2,0,9,0,2010,62000.0,33,Outstanding,379000.0,7,North West,239000.0,1974,10000,False,360
2889,86,0,0.2,7,12,2,2006,114000.0,99,Outstanding,18588000.0,371,South East,1304000.0,1982,20000,False,360
2890,64,1000,0.2,6,16,0,1925,23000.0,92,Outstanding,481090000.0,5459,Scotland,28069000.0,2015,5000,False,360
2891,94,0,0.2,10,14,0,1906,43000.0,99,Outstanding,39979000.0,52,Wales,10988000.0,1981,5000,False,360
2892,41,0,0.2,8,27,0,1969,34000.0,68,Outstanding,6300000.0,64,Scotland,5398000.0,1997,20000,False,360
2893,89,0,0.2,2,23,1,1957,20000.0,72,Outstanding,199290000.0,257,North East,2279000.0,1976,5000,False,360
2894,82,5000,0.2,7,8,5,1948,49000.0,34,Outstanding,566000.0,12,North West,37000.0,1982,15000,False,360
2895,82,0,0.2,4,8,0,1957,117000.0,78,Outstanding,195656000.0,822,North West,6983000.0,1979,5000,False,360
2896,62,0,0.2,0,17,3,1937,41000.0,83,Outstanding,978000.0,120,London,574000.0,2008,10000,False,360
2897,48,1000,0.2,10,9,0,1972,109000.0,79,Outstanding,9529000.0,41,North East,822000.0,1984,40000,False,360
2898,97,5000,0.2,5,8,2,1989,95000.0,48,Outstanding,2076000.0,377,London,430000.0,1972,5000,False,360
2899,55,1000,0.2,0,15,2,2005,112000.0,58,Outstanding,41549000.0,3870,Yorkshire and the Humber,7163000.0,2006,5000,False,360
2900,75,5000,0.2,1,9,2,1953,12000.0,69,Outstanding,10000.0,1,South West,14000.0,1974,10000,True,360
2901,93,5000,0.2,0,3,6,1918,19000.0,99,Outstanding,1028044000.0,712,East,5383000.0,2018,65000,False,360
2902,97,5000,0.2,3,27,0,1948,59000.0,99,Outstanding,52673000.0,13317,Scotland,7935000.0,2001,5000,False,360
2903,93,1000,0.2,1,7,4,1927,102000.0,99,Outstanding,26289000.0,95,East Midlands,5387000.0,1980,25000,False,360
2904,64,5000,0.2,6,8,1,2005,0.0,59,Outstanding,27973000.0,1808,North West,713000.0,1975,10000,False,360
2905,16,1000,0.2,8,18,0,1916,15000.0,99,Outstanding,402101000.0,1981,South East,15379000.0,1971,5000,False,360
2906,87,1000,0.2,3,10,0,1905,51000.0,44,Outstanding,97441000.0,1067,Scotland,7752000.0,2003,5000,False,360
2907,80,1000,0.2,2,19,3,1910,82000.0,51,Outstanding,151653000.0,31,East Midlands,2378000.0,1979,15000,False,360
2908,26,0,0.2,8,18,0,1922,12000.0,99,Outstanding,11715000.0,798,North West,215751000.0,2002,5000,False,360
2909,59,1000,0.2,1,18,0,1946,85000.0,61,Outstanding,12261000.0,483,London,1110000.0,1972,65000,True,360
2910,83,0,0.2,3,9,0,1996,20000.0,49,Outstanding,1129000.0,12,London,170000.0,1987,20000,False,360
2911,67,0,0.2,6,18,2,1998,70000.0,30,Outstanding,920000.0,4,North West,0.0,2005,5000,False,360
2912,99,1000,0.2,0,19,0,1909,290000.0,89,Outstanding,8321000.0,557,London,3464000.0,2010,15000,False,360
2913,50,0,0.2,5,8,0,1987,1663000.0,63,Outstanding,120773000.0,33,South West,2213000.0,2007,5000,False,360
2914,100,0,0.2,8,22,2,1916,0.0,65,Outstanding,137000.0,3,South West,101000.0,1990,5000,False,360
2915,42,5000,0.2,10,15,0,1936,27000.0,99,Outstanding,225996000.0,1180,Wales,10883000.0,1981,5000,False,360
2916,93,1000,0.2,0,11,3,1951,26000.0,47,Outstanding,0.0,1,North West,38000.0,1978,5000,False,360
2917,99,1000,0.2,0,21,3,1927,0.0,99,Outstanding,16283000.0,1628,Ireland,555000.0,1979,25000,False,360
2918,95,1000,0.2,0,6,6,2007,243000.0,66,Outstanding,0.0,5,South East,17000.0,1990,5000,False,360
2919,96,1000,0.2,3,12,2,1961,36000.0,99,Outstanding,17492000.0,5920,Scotland,3489000.0,1973,65000,False,360
2920,59,1000,0.2,7,10,0,1997,22000.0,55,Outstanding,57347000.0,57,West Midlands,0.0,1994,5000,False,360
2921,45,1000,0.2,2,7,0,1909,253000.0,61,Outstanding,4780000.0,211,North West,3318000.0,2011,5000,False,360
2922,91,5000,0.2,8,11,0,1994,41000.0,34,Outstanding,653000.0,10,North West,253000.0,2002,5000,False,360
2923,86,0,0.2,3,23,0,1929,238000.0,66,Outstanding,5158000.0,1387,London,8160000.0,2002,10000,False,360
2924,49,0,0.2,6,26,0,1920,0.0,62,Outstanding,26502000.0,1621,London,3869000.0,1995,5000,False,360
2925,95,0,0.2,10,15,8,1962,472000.0,88,Outstanding,366615000.0,116,North East,497000.0,1992,10000,False,360
2926,76,0,0.2,10,21,0,2016,14000.0,99,Outstanding,190345000.0,8367,Scotland,34314000.0,1970,5000,False,360
2927,93,1000,0.2,2,8,2,1977,35000.0,89,Outstanding,12576000.0,3318,South East,11272000.0,1992,60000,False,360
2928,72,0,0.2,4,10,0,1921,12000.0,99,Outstanding,14495000.0,49,East,10948000.0,1990,65000,False,360
2929,90,0,0.2,6,17,0,1914,44000.0,68,Outstanding,9628000.0,7422,East,15921000.0,1994,5000,False,360
2930,72,5000,0.2,1,15,3,1927,38000.0,99,Outstanding,270954000.0,229,South East,3849000.0,2011,5000,False,360
2931,69,5000,0.2,1,25,0,1996,0.0,79,Outstanding,52121000.0,262,South East,83931000.0,1972,40000,False,360
2932,93,5000,0.2,9,25,1,1953,65000.0,99,Outstanding,125632000.0,57,South West,102109000.0,1983,5000,False,360
2933,96,0,0.2,10,9,3,2006,29000.0,99,Outstanding,523416000.0,121,West Midlands,427347000.0,1977,5000,False,360
2934,95,5000,0.2,9,13,1,1975,40000.0,47,Outstanding,7454000.0,6,East,54000.0,2017,5000,False,360
2935,88,0,0.2,1,5,2,1996,126000.0,92,Outstanding,344121000.0,2986,Scotland,85864000.0,1988,10000,True,360
2936,35,0,0.2,2,9,0,1953,50000.0,71,Outstanding,17641000.0,402,Wales,1142000.0,1981,5000,False,360
2937,85,0,0.2,4,15,0,1955,427000.0,68,Outstanding,4204000.0,259,Northern Ireland,560000.0,1986,5000,False,360
2938,62,0,0.2,8,24,1,1996,0.0,41,Outstanding,45945000.0,28,North West,2914000.0,2013,5000,False,360
2939,37,0,0.2,10,17,1,1907,89000.0,65,Outstanding,355785000.0,762,East,1092000.0,2008,5000,False,360
2940,27,1000,0.2,6,28,0,1942,44000.0,99,Outstanding,364150000.0,8529,South West,29965000.0,2002,5000,False,360
2941,88,5000,0.2,4,6,2,1909,114000.0,99,Outstanding,648513000.0,5167,Yorkshire and the Humber,8028000.0,2009,60000,False,360
2942,100,0,0.2,5,12,0,2000,49000.0,62,Outstanding,7105000.0,11,North West,0.0,2012,5000,False,360
2943,62,5000,0.2,3,20,0,2010,48000.0,71,Outstanding,3049000.0,13,North West,78000.0,2006,5000,False,360
2944,96,0,0.2,7,4,2,1912,36000.0,70,Outstanding,906847000.0,71,South East,11457000.0,2007,5000,False,360
2945,53,0,0.2,2,15,0,1960,103000.0,67,Outstanding,293000.0,47,East,553000.0,1988,5000,False,360
2946,73,1000,0.2,3,9,0,2007,0.0,99,Outstanding,112703000.0,51,North West,2789000.0,1999,5000,False,360
2947,84,0,0.2,3,16,1,1977,49000.0,56,Outstanding,629328000.0,2866,North East,4709000.0,2009,20000,False,360
2948,66,5000,0.2,8,6,1,1955,33000.0,49,Outstanding,712000.0,281,London,87000.0,2018,5000,False,360
2949,36,0,0.2,5,23,0,1905,113000.0,63,Outstanding,12672000.0,34,East Midlands,400000.0,2003,5000,False,360
2950,93,5000,0.2,5,27,0,2011,71000.0,47,Outstanding,12746000.0,15,Scotland,875000.0,1973,5000,False,360
2951,66,5000,0.2,2,9,1,1952,122000.0,46,Outstanding,12921000.0,26,South East,344000.0,1990,5000,False,360
2952,76,1000,0.2,4,17,0,2008,70000.0,48,Outstanding,9590000.0,28,London,3713000.0,1978,40000,False,360
2953,64,0,0.2,0,16,0,1920,55000.0,99,Outstanding,131939000.0,151,North East,5263000.0,1996,40000,False,360
2954,97,5000,0.2,2,23,0,1958,124000.0,57,Outstanding,29802000.0,112,South West,1970000.0,2005,5000,False,360
2955,51,5000,0.2,7,18,0,1962,33000.0,99,Outstanding,16696000.0,2899,West Midlands,12120000.0,1973,5000,False,360
2956,33,5000,0.2,2,20,0,1939,38000.0,42,Outstanding,3641000.0,844,Wales,2603000.0,1981,5000,False,360
2957,86,1000,0.2,3,9,0,1960,41000.0,99,Outstanding,257083000.0,336,Wales,15827000.0,1971,65000,False,360
2958,22,0,0.2,0,20,0,1970,100000.0,70,Outstanding,37467000.0,44,Yorkshire and the Humber,3202000.0,1999,5000,False,360
2959,77,0,0.2,10,9,3,2008,58000.0,62,Outstanding,69114000.0,894,East Midlands,270000.0,1975,5000,False,360
2960,74,0,0.2,5,6,0,1972,0.0,88,Outstanding,196404000.0,65,South East,14476000.0,1986,5000,False,360
2961,93,5000,0.2,5,17,2,1910,0.0,99,Outstanding,675909000.0,1319,Wales,207586000.0,2010,5000,False,360
2962,96,5000,0.2,3,14,3,1956,27000.0,34,Outstanding,16000.0,1,North East,27000.0,1977,65000,False,360
2963,68,5000,0.2,1,24,3,1973,28000.0,99,Outstanding,9077000.0,94,South East,2738000.0,1991,5000,False,360
2964,60,1000,0.2,3,15,1,1946,87000.0,42,Outstanding,275000.0,7,South East,51000.0,1997,5000,False,360
2965,67,5000,0.2,3,19,0,1965,45000.0,53,Outstanding,36000.0,1,South East,0.0,1975,10000,False,360
2966,26,0,0.2,10,10,0,1947,0.0,99,Outstanding,172762000.0,63,Scotland,7237000.0,1979,5000,False,360
2967,88,1000,0.2,5,2,3,2015,17000.0,51,Outstanding,941886000.0,4801,East,39132000.0,1998,5000,False,360
2968,54,0,0.2,4,28,0,1936,59000.0,99,Outstanding,181771000.0,11315,Northern Ireland,0.0,1971,40000,False,360
2969,92,1000,0.2,8,23,0,1960,0.0,99,Outstanding,364530000.0,453,Ireland,43036000.0,2015,65000,False,360
2970,88,0,0.2,2,14,0,1912,52000.0,85,Outstanding,7639000.0,1043,East,1903000.0,1982,65000,False,360
2971,83,0,0.2,5,7,3,1918,62000.0,99,Outstanding,562185000.0,2421,London,72401000.0,2000,10000,False,360
2972,90,5000,0.2,10,12,4,1914,0.0,51,Outstanding,0.0,1,London,0.0,1971,5000,True,360
2973,70,0,0.2,5,19,0,2001,80000.0,60,Outstanding,35087000.0,62,East Midlands,3346000.0,1990,40000,False,360
2974,100,5000,0.2,6,21,1,1919,0.0,46,Outstanding,70877000.0,45,Scotland,430000.0,2015,65000,False,360
2975,74,1000,0.2,4,19,0,1985,12000.0,99,Outstanding,994494000.0,43,London,30590000.0,2000,5000,False,360
2976,42,0,0.2,3,19,0,1969,214000.0,70,Outstanding,1788000.0,55,Yorkshire and the Humber,179000.0,2003,40000,False,360
2977,63,1000,0.2,4,18,0,1916,230000.0,49,Outstanding,0.0,261,Northern Ireland,390000.0,2014,20000,False,360
2978,21,0,0.2,3,26,0,1991,0.0,70,Outstanding,80381000.0,5391,South East,0.0,2011,5000,False,360
2979,99,5000,0.2,8,15,0,1913,71000.0,70,Outstanding,141296000.0,82,East,2703000.0,1979,5000,False,360
2980,88,5000,0.2,2,16,1,2002,0.0,82,Outstanding,453820000.0,12853,South West,2487000.0,1975,5000,False,360
2981,65,0,0.2,0,11,0,1983,100000.0,99,Outstanding,232529000.0,82,South East,44524000.0,2018,5000,False,360
2982,98,5000,0.2,0,21,0,1995,22000.0,71,Outstanding,57047000.0,42,East,1536000.0,2001,5000,False,360
2983,93,0,0.2,5,13,4,1958,43000.0,52,Outstanding,9368000.0,491,North West,272000.0,2001,60000,False,360
2984,75,5000,0.2,10,16,1,1904,25000.0,82,Outstanding,6335000.0,1786,East Midlands,12366000.0,2015,5000,False,360
2985,71,5000,0.2,9,9,5,1980,154000.0,37,Outstanding,1345000.0,22,North West,820000.0,2018,60000,False,360
2986,48,0,0.2,3,24,0,2017,0.0,46,Outstanding,560000.0,10,North West,66000.0,1985,60000,False,360
2987,62,1000,0.2,10,11,0,1926,43000.0,77,Outstanding,51487000.0,687,North West,21883000.0,1995,5000,False,360
2988,86,5000,0.2,10,15,2,2007,19000.0,61,Outstanding,19867000.0,311,West Midlands,5182000.0,1995,15000,False,360
2989,94,5000,0.2,4,14,0,1905,26000.0,68,Outstanding,20762000.0,111,Scotland,54427000.0,1975,5000,False,360
2990,92,0,0.2,6,13,1,1986,0.0,55,Outstanding,1448000.0,40,East,107000.0,1989,65000,False,360
2991,88,5000,0.2,9,26,0,1923,77000.0,42,Outstanding,160442000.0,30,South West,1274000.0,1999,5000,False,360
2992,99,1000,0.2,7,10,7,1972,124000.0,62,Outstanding,5079000.0,51,Ireland,242000.0,2008,15000,False,360
2993,43,1000,0.2,8,15,0,1929,27000.0,67,Outstanding,4243000.0,477,Wales,471000.0,1989,15000,False,360
2994,87,1000,0.2,7,22,3,2011,14000.0,99,Outstanding,145571000.0,1279,Northern Ireland,2524000.0,1976,65000,True,360
2995,92,0,0.2,3,19,0,2012,107000.0,54,Outstanding,240000.0,25,East,167000.0,1972,5000,False,360
2996,86,0,0.2,4,9,5,2008,0.0,59,Outstanding,61129000.0,358,South West,22626000.0,2018,65000,False,360
2997,63,1000,0.2,9,11,0,1999,133000.0,90,Outstanding,323170000.0,182,Scotland,0.0,2014,10000,False,360
2998,100,1000,0.2,10,17,1,1969,81000.0,81,Outstanding,2098000.0,96,Wales,1408000.0,1993,20000,False,360
2999,58,0,0.2,2,5,2,1943,94000.0,53,Outstanding,110883000.0,124,South West,60054000.0,1993,40000,True,360
3000,90,0,0.2,8,2,4,1971,0.0,54,Outstanding,12000.0,1,West Midlands,55000.0,2007,5000,False,360
3001,59,5000,0.2,5,11,1,1907,56000.0,86,Outstanding,874671000.0,21579,East,2539000.0,1983,5000,False,360
3002,88,5000,0.2,10,19,0,1994,11000.0,99,Outstanding,261876000.0,7059,South East,41157000.0,1981,10000,False,360
3003,94,1000,0.2,0,4,3,1903,584000.0,55,Outstanding,12278000.0,2145,London,4391000.0,1980,5000,True,360
3004,75,0,0.2,9,10,0,2016,59000.0,75,Outstanding,67360000.0,250,London,0.0,1986,5000,False,360
3005,69,5000,0.2,0,23,0,1999,81000.0,64,Outstanding,0.0,7,Wales,144000.0,1986,5000,False,360
3006,96,5000,0.2,6,26,0,1994,73000.0,91,Outstanding,23929000.0,3076,East Midlands,9874000.0,1988,5000,False,360
3007,95,1000,0.2,10,20,3,1913,66000.0,63,Outstanding,17980000.0,126,North West,2474000.0,2003,5000,True,360
3008,53,5000,0.2,7,24,1,1978,45000.0,99,Outstanding,154508000.0,7796,Yorkshire and the Humber,4508000.0,1990,5000,False,360
3009,97,1000,0.2,9,2,5,1954,15000.0,69,Outstanding,238770000.0,1261,London,140340000.0,1991,5000,False,360
3010,74,0,0.2,9,11,0,1981,11000.0,66,Outstanding,35000.0,1,East,30000.0,2012,20000,False,360
3011,55,0,0.2,3,9,0,1976,108000.0,51,Outstanding,64745000.0,121,London,9734000.0,1999,5000,False,360
3012,98,0,0.2,5,12,3,1928,84000.0,49,Outstanding,13000.0,1,Northern Ireland,79000.0,2003,15000,True,360
3013,38,5000,0.2,7,18,0,1966,123000.0,42,Outstanding,31939000.0,26,North West,3125000.0,1976,5000,False,360
3014,95,1000,0.2,6,19,2,1943,60000.0,76,Outstanding,0.0,747,East,10754000.0,1982,5000,False,360
3015,88,1000,0.2,8,18,4,1968,0.0,45,Outstanding,0.0,6,East Midlands,125000.0,1993,40000,False,360
3016,26,5000,0.2,8,14,0,2009,49000.0,99,Outstanding,486287000.0,203,North West,881000.0,1974,20000,False,360
3017,89,1000,0.2,5,6,0,2017,132000.0,72,Outstanding,6577000.0,65,North West,410000.0,2017,5000,False,360
3018,48,0,0.2,8,25,0,1959,11000.0,99,Outstanding,120368000.0,6734,Wales,69308000.0,2003,5000,False,360
3019,70,5000,0.2,6,18,1,1927,31000.0,48,Outstanding,3157000.0,20,North West,97000.0,2016,5000,False,360
3020,82,1000,0.2,0,15,7,2017,27000.0,39,Outstanding,69000.0,4,London,0.0,2012,5000,False,360
3021,79,0,0.2,1,9,2,2007,61000.0,54,Outstanding,8968000.0,128,South West,830000.0,1980,65000,False,360
3022,96,0,0.2,8,23,4,1962,19000.0,47,Outstanding,17702000.0,6362,South East,15607000.0,1974,25000,False,360
3023,85,0,0.2,1,18,6,1921,0.0,63,Outstanding,3034000.0,11,Wales,90000.0,1978,5000,False,360
3024,88,1000,0.2,4,13,0,1973,59000.0,80,Outstanding,6950000.0,98,London,656000.0,1993,20000,False,360
3025,74,0,0.2,3,11,4,1956,112000.0,51,Outstanding,1025000.0,81,South West,173000.0,2005,65000,False,360
3026,75,1000,0.2,3,8,1,1906,58000.0,65,Outstanding,499000.0,64,Scotland,818000.0,1978,5000,False,360
3027,77,0,0.2,5,15,6,1977,34000.0,47,Outstanding,0.0,12,West Midlands,0.0,1972,5000,True,360
3028,89,5000,0.2,3,8,0,1990,21000.0,70,Outstanding,196014000.0,2381,Wales,11709000.0,1972,20000,False,360
3029,74,0,0.2,6,19,0,2000,151000.0,74,Outstanding,1388000.0,11,Wales,156000.0,1991,15000,False,360
3030,91,0,0.2,8,3,0,1928,114000.0,50,Outstanding,11674000.0,44,North West,7172000.0,1979,5000,False,360
3031,86,1000,0.2,8,13,0,1987,26000.0,90,Outstanding,26316000.0,124,South East,273000.0,1981,5000,False,360
3032,72,1000,0.2,0,17,2,1922,17000.0,99,Outstanding,499907000.0,128,West Midlands,21122000.0,1979,40000,False,360
3033,64,0,0.2,8,5,1,1955,22000.0,99,Outstanding,50427000.0,14876,Northern Ireland,20652000.0,2009,10000,False,360
3034,65,0,0.2,0,23,0,2006,13000.0,95,Outstanding,483675000.0,6268,East Midlands,7094000.0,2006,5000,False,360
3035,88,1000,0.2,1,20,5,1933,0.0,99,Outstanding,61285000.0,38,South West,2020000.0,1976,5000,False,360
3036,54,1000,0.2,7,23,1,1922,44000.0,79,Outstanding,250566000.0,784,South West,11201000.0,2013,5000,False,360
3037,54,0,0.2,10,11,1,1946,13000.0,99,Outstanding,679561000.0,132,London,23142000.0,1971,5000,False,360
3038,89,0,0.2,9,6,1,1959,45000.0,99,Outstanding,452267000.0,56,South West,109713000.0,1999,65000,False,360
3039,63,1000,0.2,7,25,0,1990,32000.0,37,Outstanding,413000.0,81,North West,176000.0,1977,10000,False,360
3040,30,5000,0.2,9,24,0,1969,20000.0,71,Outstanding,231215000.0,7540,East Midlands,27752000.0,1987,5000,False,360
3041,56,5000,0.2,2,14,0,1921,58000.0,40,Outstanding,56068000.0,39,East,194000.0,1989,5000,False,360
3042,73,5000,0.2,2,18,0,2017,18000.0,99,Outstanding,701164000.0,1396,Wales,0.0,1991,40000,False,360
3043,48,5000,0.2,5,10,0,1949,13000.0,81,Outstanding,26203000.0,6849,Ireland,36883000.0,1983,10000,False,360
3044,96,5000,0.2,3,2,6,1918,62000.0,81,Outstanding,114035000.0,1741,North West,985000.0,1992,5000,False,360
3045,93,1000,0.2,9,7,0,1926,173000.0,33,Outstanding,1434000.0,154,London,37000.0,2002,5000,False,360
3046,100,1000,0.2,6,28,0,1936,154000.0,55,Outstanding,9598000.0,137,Yorkshire and the Humber,0.0,2011,5000,False,360
